4.351983921406304967e-01 4.013857749352683357e-01 2.163415832924101778e+00
2.738648636498532962e+00 2.415488472950391430e-01 1.980251620640862548e-02
3.338376278234894023e+00 -1.209339792616384579e-01 -2.174422989732255340e-01
3.006619261170520474e+00 -7.146087666665225380e-02 6.484161549614216036e-02
2.400105297204623067e+00 2.754553800388334084e-01 3.244393227565541271e-01
1.617957969959494813e+00 7.118156378595805744e-01 6.702263921809151759e-01
1.138770591270206856e+00 9.464980876652558939e-01 9.147313210645404702e-01
1.015449316119847234e+00 9.953055015920246884e-01 9.892451822881339618e-01
8.011340801066056672e-02 1.424566092760833624e-01 2.777429982713269130e+00
4.039588912241281804e+00 -3.429495378620864843e-01 -6.966393743792002047e-01
5.509925258532667236e+00 -7.732763510807573182e-01 -1.736648907451904700e+00
4.557232334011458441e+00 -5.181117601929704497e-01 -1.039120573818446136e+00
3.557393120087607663e+00 -1.419474780574745965e-01 -4.154456420301314568e-01
2.487529485402051321e+00 4.104429049756002645e-01 1.020276096223568379e-01
1.472089536559249234e+00 8.471090968372064767e-01 6.808013666035422906e-01
1.070164001478801419e+00 9.810689074643398344e-01 9.487670910568541949e-01
8.061252282013678938e-01 1.311943089684331626e-02 2.180755340901785466e+00
6.048453128704005977e+00 -1.386111403415288379e+00 -1.662341725288689398e+00
9.131855235907829993e+00 -1.946404334979190187e+00 -4.185450900928671558e+00
6.513200162063135679e+00 -8.988863185695447067e-01 -2.614313843493578648e+00
4.202909380565003516e+00 -2.491415287302327086e-01 -9.537678518347627588e-01
3.320120677422266908e+00 1.570885957303931046e-01 -4.772092731526655363e-01
1.995625764756050691e+00 6.789203941697240507e-01 3.254538410742016663e-01
1.172346730269907322e+00 9.488505220238130367e-01 8.788027477062689830e-01
6.447071641224370042e-01 -2.373095875963169010e-01 2.592602423473863826e+00
5.142587894837572726e+00 -2.126068734478920863e+00 -1.651916035871651631e-02
9.258827590408701624e+00 -2.943030929144088148e+00 -3.315796661264600598e+00
6.292769527167147992e+00 -1.377483031183676099e+00 -1.915286495983491211e+00
3.183540814503010186e+00 -3.431469394605107803e-01 1.596061249575000396e-01
2.939895382127383439e+00 -1.209744154616562289e-01 1.810790333342436609e-01
2.073213134988989292e+00 4.256846693175638241e-01 5.011021956934533783e-01
1.175454943358122284e+00 8.943922396924767204e-01 9.301528169493896714e-01
-8.777717874811575838e-01 -3.268373963549815464e-01 4.204609183836111264e+00
-7.078104224823286716e-02 -1.471535794018439480e+00 4.542316836266676816e+00
1.762116074980794256e+00 -2.387576139206422976e+00 3.625460064225638046e+00
6.812769890370333759e-01 -1.656589262393767914e+00 3.975312273356732540e+00
-3.831197218449674535e-01 -8.541849202787883399e-01 4.237304642123729259e+00
6.564507351605263219e-01 -5.459723828117452049e-01 2.889521647651203118e+00
1.062611524599686552e+00 1.832244896594314720e-01 1.754163985740902376e+00
8.905528288999505770e-01 8.342129882847492128e-01 1.275234182815287332e+00
-1.273065319660108274e+00 -7.056769633813771148e-02 4.343633015998251246e+00
-3.220052999432461149e+00 -5.611060844306881012e-01 6.781159083863185444e+00
-4.655975576180872544e+00 -1.472878748725728881e+00 9.128854324906612305e+00
-4.886190577168546767e+00 -1.787682283680765316e+00 9.673872860849256128e+00
-3.605346408731620045e+00 -1.361397054462578859e+00 7.966743463194175590e+00
-1.494467277417774076e+00 -7.213619661030262753e-01 5.215829243520813563e+00
-2.114776571617058565e-01 1.799581418923079656e-01 3.031519515269402110e+00
4.407237114080511664e-01 8.134456257286004632e-01 1.745830662863344429e+00
-4.123253791082062136e-01 3.600981292854931737e-01 3.052227249822713429e+00
-2.330167469538292568e+00 -1.709221075371933074e-01 5.501089577075471304e+00
-4.327408425705063344e+00 -1.039553211930919430e+00 8.366961637635954574e+00
-4.733575096133414206e+00 -1.465645801957213612e+00 9.199220898090617382e+00
-3.215854060876706555e+00 -1.034763129005769944e+00 7.250617189882468061e+00
-1.463313003987216643e+00 -3.707999214086802886e-01 4.834112925395875671e+00
-5.468077443014134342e-01 3.807160278548286647e-01 3.166091716446586712e+00
2.352445005888218754e-01 8.464813904414473233e-01 1.918274108969705738e+00
4.445809608987817962e-01 7.222280958118437733e-01 1.833190943289364272e+00
-5.055442577241594515e-01 2.475983103433235799e-01 3.257945947380818552e+00
-1.523951594471684379e+00 -3.871709356719031936e-01 4.911122530143584797e+00
-1.810062052233356145e+00 -5.659910839923451009e-01 5.376053136225694473e+00
-1.029693019401571652e+00 -1.434039229667776749e-01 4.173096942368354156e+00
-2.559689846402315450e-01 2.445024077550307096e-01 3.011466576885201363e+00
4.829436585879427063e-02 6.512766252046696680e-01 2.300429008936513586e+00
4.971094027245123170e-01 9.156838719668330961e-01 1.587206725308645483e+00
